id,date,category,revenue,cost,units_sold,profit,cleaned_at
951,2026-04-30,Sports,730.86,368.67,6,362.19,2026-07-14 18:41:12
952,2026-05-01,Books,181.28,120.95,9,60.33,2026-07-14 18:41:12
953,2026-05-01,Books,188.75,126.38,9,62.370000000000005,2026-07-14 18:41:12
954,2026-05-01,Books,197.34,116.45,9,80.89,2026-07-14 18:41:12
955,2026-05-01,Clothing,129.08,69.91,3,59.170000000000016,2026-07-14 18:41:12
956,2026-05-01,Electronics,1603.0,957.02,6,645.98,2026-07-14 18:41:12
957,2026-05-01,Home & Kitchen,808.06,405.64,10,402.41999999999996,2026-07-14 18:41:12
958,2026-05-01,Home & Kitchen,855.66,494.2,11,361.46,2026-07-14 18:41:12
959,2026-05-01,Home & Kitchen,273.1,184.76,3,88.34000000000003,2026-07-14 18:41:12
960,2026-05-01,Home & Kitchen,539.74,318.59,6,221.15000000000003,2026-07-14 18:41:12
961,2026-05-02,Books,226.9,145.61,11,81.28999999999999,2026-07-14 18:41:12
962,2026-05-02,Clothing,167.05,105.95,4,61.10000000000001,2026-07-14 18:41:12
963,2026-05-02,Electronics,2524.02,1525.05,10,998.97,2026-07-14 18:41:12
964,2026-05-02,Electronics,2027.39,1339.9,9,687.49,2026-07-14 18:41:12
965,2026-05-02,Home & Kitchen,819.6,445.88,10,373.72,2026-07-14 18:41:12
966,2026-05-02,Home & Kitchen,1122.8,709.99,14,412.80999999999995,2026-07-14 18:41:12
967,2026-05-02,Home & Kitchen,579.48,343.54,7,235.94,2026-07-14 18:41:12
968,2026-05-02,Sports,710.42,496.89,6,213.52999999999997,2026-07-14 18:41:12
969,2026-05-02,Sports,969.3,497.53,8,471.77,2026-07-14 18:41:12
970,2026-05-03,Books,200.28,107.67,10,92.61,2026-07-14 18:41:12
971,2026-05-03,Books,126.0,85.89,6,40.11,2026-07-14 18:41:12
972,2026-05-03,Clothing,610.32,338.23,13,272.09000000000003,2026-07-14 18:41:12
973,2026-05-03,Electronics,2598.08,1497.95,10,1100.1299999999999,2026-07-14 18:41:12
974,2026-05-03,Home & Kitchen,438.1,296.96,5,141.14000000000004,2026-07-14 18:41:12
975,2026-05-03,Home & Kitchen,725.45,393.91,9,331.54,2026-07-14 18:41:12
976,2026-05-03,Sports,1232.85,664.5,11,568.3499999999999,2026-07-14 18:41:12
977,2026-05-03,Sports,615.89,327.22,5,288.66999999999996,2026-07-14 18:41:12
978,2026-05-04,Books,207.96,119.3,10,88.66000000000001,2026-07-14 18:41:12
979,2026-05-04,Clothing,594.56,368.07,14,226.48999999999995,2026-07-14 18:41:12
980,2026-05-04,Clothing,667.33,369.96,14,297.37000000000006,2026-07-14 18:41:12
981,2026-05-04,Clothing,332.44,220.85,7,111.59,2026-07-14 18:41:12
982,2026-05-04,Electronics,3338.66,1796.82,14,1541.84,2026-07-14 18:41:12
983,2026-05-04,Electronics,815.86,511.77,3,304.09000000000003,2026-07-14 18:41:12
984,2026-05-05,Clothing,266.17,143.79,6,122.38000000000002,2026-07-14 18:41:12
985,2026-05-05,Clothing,341.93,210.4,8,131.53,2026-07-14 18:41:12
986,2026-05-05,Electronics,1189.89,602.96,5,586.9300000000001,2026-07-14 18:41:12
987,2026-05-05,Home & Kitchen,1064.8,737.09,13,327.7099999999999,2026-07-14 18:41:12
988,2026-05-05,Home & Kitchen,1184.12,828.32,13,355.79999999999984,2026-07-14 18:41:12
989,2026-05-05,Home & Kitchen,367.41,252.31,4,115.10000000000002,2026-07-14 18:41:12
990,2026-05-05,Sports,383.35,239.98,3,143.37000000000003,2026-07-14 18:41:12
991,2026-05-05,Sports,923.35,614.1,7,309.25,2026-07-14 18:41:12
992,2026-05-06,Books,94.64,47.59,5,47.05,2026-07-14 18:41:12
993,2026-05-06,Clothing,47.36,24.05,1,23.31,2026-07-14 18:41:12
994,2026-05-06,Clothing,572.04,312.21,13,259.83,2026-07-14 18:41:12
995,2026-05-06,Home & Kitchen,860.78,537.92,10,322.86,2026-07-14 18:41:12
996,2026-05-06,Home & Kitchen,449.12,275.42,5,173.7,2026-07-14 18:41:12
997,2026-05-06,Sports,1587.12,977.97,13,609.1499999999999,2026-07-14 18:41:12
998,2026-05-06,Sports,1640.1,965.13,13,674.9699999999999,2026-07-14 18:41:12
999,2026-05-07,Books,127.31,81.86,6,45.45,2026-07-14 18:41:12
1000,2026-05-07,Clothing,512.58,294.54,11,218.04000000000002,2026-07-14 18:41:12
1001,2026-05-07,Electronics,3187.34,1883.57,14,1303.7700000000002,2026-07-14 18:41:12
1002,2026-05-07,Home & Kitchen,1159.41,723.13,14,436.2800000000001,2026-07-14 18:41:12
1003,2026-05-07,Home & Kitchen,436.19,222.84,5,213.35,2026-07-14 18:41:12
1004,2026-05-07,Home & Kitchen,467.13,325.23,5,141.89999999999998,2026-07-14 18:41:12
1005,2026-05-07,Home & Kitchen,787.74,437.24,9,350.5,2026-07-14 18:41:12
1006,2026-05-08,Books,302.97,190.21,14,112.76000000000002,2026-07-14 18:41:12
1007,2026-05-08,Books,118.92,75.34,6,43.58,2026-07-14 18:41:12
1008,2026-05-08,Clothing,678.08,418.31,14,259.77000000000004,2026-07-14 18:41:12
1009,2026-05-08,Electronics,1542.77,795.62,6,747.15,2026-07-14 18:41:12
1010,2026-05-08,Electronics,1635.0,965.82,7,669.18,2026-07-14 18:41:12
1011,2026-05-08,Electronics,1784.76,956.4,7,828.36,2026-07-14 18:41:12
1012,2026-05-08,Sports,1569.03,790.52,14,778.51,2026-07-14 18:41:12
1013,2026-05-09,Books,75.94,48.46,4,27.479999999999997,2026-07-14 18:41:12
1014,2026-05-09,Books,163.01,104.41,8,58.599999999999994,2026-07-14 18:41:12
1015,2026-05-09,Electronics,705.08,383.03,3,322.05000000000007,2026-07-14 18:41:12
1016,2026-05-09,Electronics,1791.65,1232.93,7,558.72,2026-07-14 18:41:12
1017,2026-05-09,Home & Kitchen,450.51,304.96,5,145.55,2026-07-14 18:41:12
1018,2026-05-09,Home & Kitchen,595.19,413.8,7,181.39000000000004,2026-07-14 18:41:12
1019,2026-05-09,Sports,908.31,620.5,8,287.80999999999995,2026-07-14 18:41:12
1020,2026-05-10,Books,19.41,10.88,1,8.53,2026-07-14 18:41:12
1021,2026-05-10,Books,189.17,112.33,10,76.83999999999999,2026-07-14 18:41:12
1022,2026-05-10,Books,219.22,152.37,12,66.85,2026-07-14 18:41:12
1023,2026-05-10,Books,148.98,80.67,8,68.30999999999999,2026-07-14 18:41:12
1024,2026-05-10,Clothing,177.78,107.73,4,70.05,2026-07-14 18:41:12
1025,2026-05-10,Electronics,267.63,184.02,1,83.60999999999999,2026-07-14 18:41:12
1026,2026-05-10,Home & Kitchen,1162.77,597.9,14,564.87,2026-07-14 18:41:12
1027,2026-05-10,Sports,1518.89,1010.55,14,508.34000000000015,2026-07-14 18:41:12
1028,2026-05-10,Sports,1567.78,819.77,14,748.01,2026-07-14 18:41:12
1029,2026-05-11,Clothing,328.02,204.5,7,123.51999999999998,2026-07-14 18:41:12
1030,2026-05-11,Electronics,247.98,139.19,1,108.78999999999999,2026-07-14 18:41:12
1031,2026-05-11,Electronics,1567.5,963.79,6,603.71,2026-07-14 18:41:12
1032,2026-05-11,Electronics,1594.94,931.0,7,663.94,2026-07-14 18:41:12
1033,2026-05-11,Home & Kitchen,1076.52,723.9,12,352.62,2026-07-14 18:41:12
1034,2026-05-11,Home & Kitchen,973.82,581.92,12,391.9000000000001,2026-07-14 18:41:12
1035,2026-05-11,Sports,1274.17,674.53,10,599.6400000000001,2026-07-14 18:41:12
1036,2026-05-11,Sports,760.4,426.38,6,334.02,2026-07-14 18:41:12
1037,2026-05-12,Books,231.55,121.61,11,109.94000000000001,2026-07-14 18:41:12
1038,2026-05-12,Books,242.53,139.32,12,103.21000000000001,2026-07-14 18:41:12
1039,2026-05-12,Clothing,497.25,295.45,11,201.8,2026-07-14 18:41:12
1040,2026-05-12,Clothing,275.61,169.59,6,106.02000000000001,2026-07-14 18:41:12
1041,2026-05-12,Electronics,2989.91,1996.2,12,993.7099999999998,2026-07-14 18:41:12
1042,2026-05-12,Electronics,794.96,417.07,3,377.89000000000004,2026-07-14 18:41:12
1043,2026-05-12,Home & Kitchen,1122.53,671.19,13,451.3399999999999,2026-07-14 18:41:12
1044,2026-05-12,Home & Kitchen,472.43,316.97,6,155.45999999999998,2026-07-14 18:41:12
1045,2026-05-12,Sports,126.36,86.95,1,39.41,2026-07-14 18:41:12
1046,2026-05-12,Sports,1700.85,910.12,13,790.7299999999999,2026-07-14 18:41:12
1047,2026-05-12,Sports,1799.03,1076.1,14,722.9300000000001,2026-07-14 18:41:12
1048,2026-05-13,Books,20.22,10.92,1,9.299999999999999,2026-07-14 18:41:12
1049,2026-05-13,Books,266.42,165.2,13,101.22000000000003,2026-07-14 18:41:12
1050,2026-05-13,Clothing,266.22,164.89,6,101.33000000000004,2026-07-14 18:41:12
1051,2026-05-13,Clothing,390.29,198.27,8,192.02,2026-07-14 18:41:12
1052,2026-05-13,Electronics,3514.05,2123.86,14,1390.19,2026-07-14 18:41:12
1053,2026-05-13,Electronics,975.31,532.92,4,442.39,2026-07-14 18:41:12
1054,2026-05-13,Electronics,1462.36,964.49,6,497.8699999999999,2026-07-14 18:41:12
1055,2026-05-13,Home & Kitchen,898.59,555.32,10,343.27,2026-07-14 18:41:12
1056,2026-05-13,Home & Kitchen,904.61,584.28,11,320.33000000000004,2026-07-14 18:41:12
1057,2026-05-13,Sports,126.54,81.05,1,45.49000000000001,2026-07-14 18:41:12
1058,2026-05-13,Sports,561.01,355.99,5,205.01999999999998,2026-07-14 18:41:12
1059,2026-05-14,Books,210.94,110.68,10,100.25999999999999,2026-07-14 18:41:12
1060,2026-05-14,Books,282.86,166.22,14,116.64000000000001,2026-07-14 18:41:12
1061,2026-05-14,Clothing,626.71,418.02,13,208.69000000000005,2026-07-14 18:41:12
1062,2026-05-14,Electronics,2915.8,1686.55,11,1229.2500000000002,2026-07-14 18:41:12
1063,2026-05-14,Electronics,2714.98,1601.32,12,1113.66,2026-07-14 18:41:12
1064,2026-05-14,Electronics,3134.76,1637.34,12,1497.4200000000003,2026-07-14 18:41:12
1065,2026-05-14,Electronics,1890.7,1198.72,8,691.98,2026-07-14 18:41:12
1066,2026-05-14,Electronics,1912.42,1022.57,8,889.85,2026-07-14 18:41:12
1067,2026-05-14,Home & Kitchen,550.43,360.29,7,190.13999999999993,2026-07-14 18:41:12
1068,2026-05-14,Sports,1196.04,646.93,11,549.11,2026-07-14 18:41:12
1069,2026-05-14,Sports,235.1,156.46,2,78.63999999999999,2026-07-14 18:41:12
1070,2026-05-15,Clothing,46.86,29.27,1,17.59,2026-07-14 18:41:12
1071,2026-05-15,Clothing,244.03,162.37,6,81.66,2026-07-14 18:41:12
1072,2026-05-15,Electronics,236.72,134.7,1,102.02000000000001,2026-07-14 18:41:12
1073,2026-05-15,Electronics,2661.87,1573.49,11,1088.3799999999999,2026-07-14 18:41:12
1074,2026-05-15,Electronics,1365.37,865.06,5,500.30999999999995,2026-07-14 18:41:12
1075,2026-05-15,Home & Kitchen,812.28,429.25,10,383.03,2026-07-14 18:41:12
1076,2026-05-15,Home & Kitchen,971.25,552.33,12,418.91999999999996,2026-07-14 18:41:12
1077,2026-05-15,Home & Kitchen,567.09,352.9,7,214.19000000000005,2026-07-14 18:41:12
1078,2026-05-15,Home & Kitchen,655.19,438.73,8,216.46000000000004,2026-07-14 18:41:12
1079,2026-05-15,Sports,360.46,205.49,3,154.96999999999997,2026-07-14 18:41:12
1080,2026-05-16,Books,202.06,107.61,11,94.45,2026-07-14 18:41:12
1081,2026-05-16,Books,154.93,91.37,8,63.56,2026-07-14 18:41:12
1082,2026-05-16,Books,174.05,102.79,8,71.26,2026-07-14 18:41:12
1083,2026-05-16,Clothing,128.16,76.15,3,52.00999999999999,2026-07-14 18:41:12
1084,2026-05-16,Clothing,425.35,276.81,9,148.54000000000002,2026-07-14 18:41:12
1085,2026-05-17,Clothing,189.27,105.8,4,83.47000000000001,2026-07-14 18:41:12
1086,2026-05-17,Clothing,221.85,147.79,5,74.06,2026-07-14 18:41:12
1087,2026-05-17,Electronics,1407.18,755.55,6,651.6300000000001,2026-07-14 18:41:12
1088,2026-05-17,Home & Kitchen,76.62,41.57,1,35.050000000000004,2026-07-14 18:41:12
1089,2026-05-17,Home & Kitchen,244.51,127.87,3,116.63999999999999,2026-07-14 18:41:12
1090,2026-05-17,Sports,1414.42,821.04,12,593.3800000000001,2026-07-14 18:41:12
1091,2026-05-18,Books,238.99,158.74,11,80.25,2026-07-14 18:41:12
1092,2026-05-18,Electronics,2664.18,1722.66,11,941.5199999999998,2026-07-14 18:41:12
1093,2026-05-18,Electronics,1270.9,734.61,5,536.2900000000001,2026-07-14 18:41:12
1094,2026-05-18,Electronics,2130.62,1406.63,8,723.9899999999998,2026-07-14 18:41:12
1095,2026-05-18,Home & Kitchen,1123.8,612.76,13,511.03999999999996,2026-07-14 18:41:12
1096,2026-05-18,Home & Kitchen,178.12,90.22,2,87.9,2026-07-14 18:41:12
1097,2026-05-18,Home & Kitchen,666.33,376.72,8,289.61,2026-07-14 18:41:12
1098,2026-05-18,Sports,1151.99,713.33,10,438.65999999999997,2026-07-14 18:41:12
1099,2026-05-18,Sports,1218.45,722.29,10,496.1600000000001,2026-07-14 18:41:12
1100,2026-05-18,Sports,1675.23,876.79,14,798.44,2026-07-14 18:41:12
1101,2026-05-19,Books,186.91,110.57,9,76.34,2026-07-14 18:41:12
1102,2026-05-19,Clothing,213.3,112.81,5,100.49000000000001,2026-07-14 18:41:12
1103,2026-05-19,Clothing,236.03,121.62,5,114.41,2026-07-14 18:41:12
1104,2026-05-19,Electronics,252.87,134.33,1,118.53999999999999,2026-07-14 18:41:12
1105,2026-05-19,Electronics,3789.02,2323.19,14,1465.83,2026-07-14 18:41:12
1106,2026-05-19,Home & Kitchen,963.5,650.0,12,313.5,2026-07-14 18:41:12
1107,2026-05-19,Home & Kitchen,1169.96,622.02,13,547.94,2026-07-14 18:41:12
1108,2026-05-19,Sports,114.07,70.21,1,43.86,2026-07-14 18:41:12
1109,2026-05-19,Sports,1385.51,848.28,11,537.23,2026-07-14 18:41:12
1110,2026-05-19,Sports,708.99,467.02,6,241.97000000000003,2026-07-14 18:41:12
1111,2026-05-20,Clothing,44.29,27.47,1,16.82,2026-07-14 18:41:12
1112,2026-05-20,Clothing,573.98,357.23,12,216.75,2026-07-14 18:41:12
1113,2026-05-20,Clothing,86.98,59.64,2,27.340000000000003,2026-07-14 18:41:12
1114,2026-05-20,Electronics,1664.37,867.43,7,796.9399999999999,2026-07-14 18:41:12
1115,2026-05-20,Home & Kitchen,849.74,542.7,11,307.03999999999996,2026-07-14 18:41:12
1116,2026-05-20,Home & Kitchen,241.31,153.54,3,87.77000000000001,2026-07-14 18:41:12
1117,2026-05-20,Sports,1177.86,626.91,10,550.9499999999999,2026-07-14 18:41:12
1118,2026-05-20,Sports,757.71,497.29,6,260.42,2026-07-14 18:41:12
1119,2026-05-20,Sports,826.17,432.31,7,393.85999999999996,2026-07-14 18:41:12
1120,2026-05-20,Sports,1043.05,546.28,8,496.77,2026-07-14 18:41:12
1121,2026-05-21,Books,245.44,148.16,13,97.28,2026-07-14 18:41:12
1122,2026-05-21,Books,58.56,32.99,3,25.57,2026-07-14 18:41:12
1123,2026-05-21,Books,149.02,99.17,8,49.85000000000001,2026-07-14 18:41:12
1124,2026-05-21,Clothing,127.75,76.71,3,51.040000000000006,2026-07-14 18:41:12
1125,2026-05-21,Home & Kitchen,1250.07,757.87,14,492.19999999999993,2026-07-14 18:41:12
1126,2026-05-21,Home & Kitchen,736.4,491.4,9,245.0,2026-07-14 18:41:12
1127,2026-05-21,Sports,591.41,382.23,5,209.17999999999995,2026-07-14 18:41:12
1128,2026-05-21,Sports,745.32,470.77,6,274.55000000000007,2026-07-14 18:41:12
1129,2026-05-22,Books,75.74,41.06,4,34.67999999999999,2026-07-14 18:41:12
1130,2026-05-22,Clothing,576.96,332.22,13,244.74,2026-07-14 18:41:12
1131,2026-05-22,Clothing,85.49,52.11,2,33.379999999999995,2026-07-14 18:41:12
1132,2026-05-22,Electronics,1350.4,733.32,5,617.08,2026-07-14 18:41:12
1133,2026-05-22,Home & Kitchen,271.75,174.62,3,97.13,2026-07-14 18:41:12
1134,2026-05-22,Home & Kitchen,472.51,272.38,6,200.13,2026-07-14 18:41:12
1135,2026-05-22,Sports,895.93,544.78,7,351.15,2026-07-14 18:41:12
1136,2026-05-23,Books,247.66,157.91,12,89.75,2026-07-14 18:41:12
1137,2026-05-23,Clothing,579.63,291.74,14,287.89,2026-07-14 18:41:12
1138,2026-05-23,Clothing,81.91,41.6,2,40.309999999999995,2026-07-14 18:41:12
1139,2026-05-23,Electronics,2698.98,1394.9,10,1304.08,2026-07-14 18:41:12
1140,2026-05-23,Electronics,2991.19,1603.99,11,1387.2,2026-07-14 18:41:12
1141,2026-05-23,Electronics,2778.3,1703.33,12,1074.9700000000003,2026-07-14 18:41:12
1142,2026-05-23,Electronics,3757.89,2575.25,14,1182.6399999999999,2026-07-14 18:41:12
1143,2026-05-23,Home & Kitchen,996.74,687.4,11,309.34000000000003,2026-07-14 18:41:12
1144,2026-05-23,Home & Kitchen,1043.71,585.98,13,457.73,2026-07-14 18:41:12
1145,2026-05-23,Home & Kitchen,1213.36,612.93,13,600.43,2026-07-14 18:41:12
1146,2026-05-23,Home & Kitchen,328.82,169.46,4,159.35999999999999,2026-07-14 18:41:12
1147,2026-05-24,Books,235.7,125.55,12,110.14999999999999,2026-07-14 18:41:12
1148,2026-05-24,Clothing,429.77,275.86,10,153.90999999999997,2026-07-14 18:41:12
1149,2026-05-24,Clothing,525.32,322.15,12,203.17000000000007,2026-07-14 18:41:12
1150,2026-05-24,Home & Kitchen,182.17,117.72,2,64.44999999999999,2026-07-14 18:41:12
1151,2026-05-25,Books,56.6,30.66,3,25.94,2026-07-14 18:41:12
1152,2026-05-25,Clothing,239.73,147.91,5,91.82,2026-07-14 18:41:12
1153,2026-05-25,Clothing,286.73,171.61,7,115.12,2026-07-14 18:41:12
1154,2026-05-25,Electronics,1453.97,845.55,6,608.4200000000001,2026-07-14 18:41:12
1155,2026-05-25,Home & Kitchen,631.04,346.63,7,284.40999999999997,2026-07-14 18:41:12
1156,2026-05-25,Sports,113.43,75.26,1,38.17,2026-07-14 18:41:12
1157,2026-05-25,Sports,1102.89,650.72,10,452.1700000000001,2026-07-14 18:41:12
1158,2026-05-25,Sports,1428.45,870.62,11,557.83,2026-07-14 18:41:12
1159,2026-05-25,Sports,1378.75,766.51,12,612.24,2026-07-14 18:41:12
1160,2026-05-25,Sports,1508.33,873.19,13,635.1399999999999,2026-07-14 18:41:12
1161,2026-05-25,Sports,517.06,351.16,4,165.89999999999992,2026-07-14 18:41:12
1162,2026-05-26,Books,36.24,21.34,2,14.900000000000002,2026-07-14 18:41:12
1163,2026-05-26,Books,56.03,31.96,3,24.07,2026-07-14 18:41:12
1164,2026-05-26,Books,167.08,101.77,9,65.31000000000002,2026-07-14 18:41:12
1165,2026-05-26,Clothing,81.82,51.65,2,30.169999999999995,2026-07-14 18:41:12
1166,2026-05-26,Electronics,1613.9,1016.15,7,597.7500000000001,2026-07-14 18:41:12
1167,2026-05-26,Home & Kitchen,389.47,197.46,5,192.01000000000002,2026-07-14 18:41:12
1168,2026-05-26,Home & Kitchen,766.08,480.78,9,285.30000000000007,2026-07-14 18:41:12
1169,2026-05-26,Sports,236.85,139.57,2,97.28,2026-07-14 18:41:12
1170,2026-05-27,Books,21.56,15.06,1,6.499999999999998,2026-07-14 18:41:12
1171,2026-05-27,Books,162.06,108.6,8,53.46000000000001,2026-07-14 18:41:12
1172,2026-05-27,Clothing,360.84,184.82,8,176.01999999999998,2026-07-14 18:41:12
1173,2026-05-27,Electronics,3168.55,2085.83,12,1082.7200000000003,2026-07-14 18:41:12
1174,2026-05-27,Sports,1261.64,663.41,11,598.2300000000001,2026-07-14 18:41:12
1175,2026-05-27,Sports,489.91,296.26,4,193.65000000000003,2026-07-14 18:41:12
1176,2026-05-28,Books,162.66,96.43,9,66.22999999999999,2026-07-14 18:41:12
1177,2026-05-28,Clothing,540.92,285.07,11,255.84999999999997,2026-07-14 18:41:12
1178,2026-05-28,Clothing,231.77,125.73,5,106.04,2026-07-14 18:41:12
1179,2026-05-28,Clothing,347.32,219.59,8,127.72999999999999,2026-07-14 18:41:12
1180,2026-05-28,Electronics,507.54,297.32,2,210.22000000000003,2026-07-14 18:41:12
1181,2026-05-28,Electronics,1040.28,543.74,4,496.53999999999996,2026-07-14 18:41:12
1182,2026-05-28,Home & Kitchen,916.23,631.09,10,285.14,2026-07-14 18:41:12
1183,2026-05-29,Books,180.55,93.22,10,87.33000000000001,2026-07-14 18:41:12
1184,2026-05-29,Books,101.54,62.22,5,39.32000000000001,2026-07-14 18:41:12
1185,2026-05-29,Clothing,179.38,117.58,4,61.8,2026-07-14 18:41:12
1186,2026-05-29,Clothing,439.74,249.07,9,190.67000000000002,2026-07-14 18:41:12
1187,2026-05-29,Clothing,442.69,225.81,9,216.88,2026-07-14 18:41:12
1188,2026-05-29,Home & Kitchen,1065.75,637.87,12,427.88,2026-07-14 18:41:12
1189,2026-05-30,Books,20.66,12.63,1,8.03,2026-07-14 18:41:12
1190,2026-05-30,Books,21.33,14.58,1,6.749999999999998,2026-07-14 18:41:12
1191,2026-05-30,Books,249.25,150.82,13,98.43,2026-07-14 18:41:12
1192,2026-05-30,Clothing,441.59,233.45,10,208.14,2026-07-14 18:41:12
1193,2026-05-30,Clothing,578.32,358.66,14,219.66000000000003,2026-07-14 18:41:12
1194,2026-05-30,Sports,1209.56,828.38,11,381.17999999999995,2026-07-14 18:41:12
1195,2026-05-30,Sports,490.13,275.25,4,214.88,2026-07-14 18:41:12
1196,2026-05-30,Sports,490.99,302.57,4,188.42000000000002,2026-07-14 18:41:12
1197,2026-05-30,Sports,888.53,522.88,8,365.65,2026-07-14 18:41:12
1198,2026-05-31,Clothing,642.19,350.09,13,292.1000000000001,2026-07-14 18:41:12
1199,2026-05-31,Home & Kitchen,85.92,45.51,1,40.410000000000004,2026-07-14 18:41:12
1200,2026-05-31,Home & Kitchen,1099.14,549.58,14,549.5600000000001,2026-07-14 18:41:12
1201,2026-05-31,Sports,1405.43,955.35,11,450.08000000000004,2026-07-14 18:41:12
1202,2026-05-31,Sports,1683.01,1058.58,13,624.4300000000001,2026-07-14 18:41:12
1203,2026-05-31,Sports,764.97,441.24,6,323.73,2026-07-14 18:41:12
1204,2026-06-01,Books,240.39,125.39,11,114.99999999999999,2026-07-14 18:41:12
1205,2026-06-01,Books,275.81,161.4,13,114.41,2026-07-14 18:41:12
1206,2026-06-01,Books,397.11,223.97,20,173.14000000000001,2026-07-14 18:41:12
1207,2026-06-01,Electronics,1159.5,598.54,5,560.96,2026-07-14 18:41:12
1208,2026-06-01,Home & Kitchen,1403.82,720.39,18,683.43,2026-07-14 18:41:12
1209,2026-06-01,Home & Kitchen,624.58,409.77,8,214.81000000000006,2026-07-14 18:41:12
1210,2026-06-01,Sports,117.66,74.66,1,43.0,2026-07-14 18:41:12
1211,2026-06-01,Sports,1663.04,1021.99,15,641.05,2026-07-14 18:41:12
1212,2026-06-01,Sports,2149.14,1206.75,17,942.3899999999999,2026-07-14 18:41:12
1213,2026-06-01,Sports,2311.18,1246.3,18,1064.8799999999999,2026-07-14 18:41:12
1214,2026-06-01,Sports,467.01,302.48,4,164.52999999999997,2026-07-14 18:41:12
1215,2026-06-02,Books,164.89,87.52,8,77.36999999999999,2026-07-14 18:41:12
1216,2026-06-02,Clothing,644.19,373.52,15,270.6700000000001,2026-07-14 18:41:12
1217,2026-06-02,Home & Kitchen,930.83,553.69,10,377.14,2026-07-14 18:41:12
1218,2026-06-02,Home & Kitchen,943.37,497.29,11,446.08,2026-07-14 18:41:12
1219,2026-06-02,Home & Kitchen,1141.37,783.56,14,357.80999999999995,2026-07-14 18:41:12
1220,2026-06-02,Home & Kitchen,1542.66,797.87,18,744.7900000000001,2026-07-14 18:41:12
1221,2026-06-03,Books,18.43,9.64,1,8.79,2026-07-14 18:41:12
1222,2026-06-03,Books,386.83,228.39,18,158.44,2026-07-14 18:41:12
1223,2026-06-03,Clothing,364.07,208.15,8,155.92,2026-07-14 18:41:12
1224,2026-06-03,Electronics,2477.09,1442.8,10,1034.2900000000002,2026-07-14 18:41:12
1225,2026-06-03,Electronics,2645.01,1490.72,10,1154.2900000000002,2026-07-14 18:41:12
1226,2026-06-03,Electronics,4739.87,3035.51,18,1704.3599999999997,2026-07-14 18:41:12
1227,2026-06-03,Electronics,1293.92,749.42,5,544.5000000000001,2026-07-14 18:41:12
1228,2026-06-03,Home & Kitchen,85.1,45.31,1,39.78999999999999,2026-07-14 18:41:12
1229,2026-06-03,Home & Kitchen,844.25,454.2,10,390.05,2026-07-14 18:41:12
1230,2026-06-03,Home & Kitchen,1078.0,552.38,13,525.62,2026-07-14 18:41:12
1231,2026-06-03,Sports,759.52,427.73,7,331.78999999999996,2026-07-14 18:41:12
1232,2026-06-04,Books,255.44,169.29,14,86.15,2026-07-14 18:41:12
1233,2026-06-04,Clothing,463.39,320.16,10,143.22999999999996,2026-07-14 18:41:12
1234,2026-06-04,Electronics,3484.19,2161.46,14,1322.73,2026-07-14 18:41:12
1235,2026-06-04,Home & Kitchen,664.67,420.03,8,244.64,2026-07-14 18:41:12
1236,2026-06-04,Sports,235.27,133.54,2,101.73000000000002,2026-07-14 18:41:12
1237,2026-06-05,Books,311.89,169.35,15,142.54,2026-07-14 18:41:12
1238,2026-06-05,Books,144.92,73.56,7,71.35999999999999,2026-07-14 18:41:12
1239,2026-06-05,Clothing,538.04,281.55,13,256.48999999999995,2026-07-14 18:41:12
1240,2026-06-05,Home & Kitchen,1580.44,844.61,20,735.83,2026-07-14 18:41:12
1241,2026-06-05,Home & Kitchen,428.42,221.0,5,207.42000000000002,2026-07-14 18:41:12
1242,2026-06-06,Books,233.27,138.54,11,94.73000000000002,2026-07-14 18:41:12
1243,2026-06-06,Clothing,689.34,369.09,14,320.25000000000006,2026-07-14 18:41:12
1244,2026-06-06,Clothing,828.62,473.94,17,354.68,2026-07-14 18:41:12
1245,2026-06-06,Clothing,978.47,620.79,20,357.68000000000006,2026-07-14 18:41:12
1246,2026-06-06,Clothing,295.8,188.04,7,107.76000000000002,2026-07-14 18:41:12
1247,2026-06-06,Electronics,2719.78,1770.65,10,949.1300000000001,2026-07-14 18:41:12
1248,2026-06-06,Electronics,3716.77,2564.97,14,1151.8000000000002,2026-07-14 18:41:12
1249,2026-06-06,Electronics,1175.19,661.63,5,513.5600000000001,2026-07-14 18:41:12
1250,2026-06-06,Home & Kitchen,1257.86,778.79,15,479.06999999999994,2026-07-14 18:41:12
1251,2026-06-07,Books,195.24,99.75,10,95.49000000000001,2026-07-14 18:41:12
1252,2026-06-07,Clothing,719.06,444.09,15,274.96999999999997,2026-07-14 18:41:12
1253,2026-06-07,Electronics,3474.13,2042.69,15,1431.44,2026-07-14 18:41:12
1254,2026-06-07,Electronics,529.98,323.78,2,206.20000000000005,2026-07-14 18:41:12
1255,2026-06-07,Electronics,1834.45,1216.02,8,618.4300000000001,2026-07-14 18:41:12
1256,2026-06-07,Home & Kitchen,918.41,529.59,10,388.81999999999994,2026-07-14 18:41:12
1257,2026-06-07,Sports,1660.71,846.42,14,814.2900000000001,2026-07-14 18:41:12
1258,2026-06-08,Books,351.84,179.52,18,172.31999999999996,2026-07-14 18:41:12
1259,2026-06-08,Clothing,578.61,290.99,13,287.62,2026-07-14 18:41:12
1260,2026-06-08,Home & Kitchen,846.32,426.72,10,419.6,2026-07-14 18:41:12
